ID,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion
421,YOLOv8 Nano,True,True,4,Voronoi,10%,110%,90%
422,YOLOv8 Nano,True,True,4,Voronoi,10%,110%,100%
423,YOLOv8 Nano,True,True,4,Voronoi,10%,110%,110%
424,YOLOv8 Nano,True,True,4,Voronoi,15%,90%,90%
425,YOLOv8 Nano,True,True,4,Voronoi,15%,90%,100%
426,YOLOv8 Nano,True,True,4,Voronoi,15%,90%,110%
427,YOLOv8 Nano,True,True,4,Voronoi,15%,100%,90%
428,YOLOv8 Nano,True,True,4,Voronoi,15%,100%,100%
429,YOLOv8 Nano,True,True,4,Voronoi,15%,100%,110%
430,YOLOv8 Nano,True,True,4,Voronoi,15%,110%,90%
431,YOLOv8 Nano,True,True,4,Voronoi,15%,110%,100%
432,YOLOv8 Nano,True,True,4,Voronoi,15%,110%,110%
433,YOLOv8 Nano,True,True,5,Random,0%,90%,90%
434,YOLOv8 Nano,True,True,5,Random,0%,90%,100%
435,YOLOv8 Nano,True,True,5,Random,0%,90%,110%
436,YOLOv8 Nano,True,True,5,Random,0%,100%,90%
437,YOLOv8 Nano,True,True,5,Random,0%,100%,100%
438,YOLOv8 Nano,True,True,5,Random,0%,100%,110%
439,YOLOv8 Nano,True,True,5,Random,0%,110%,90%
440,YOLOv8 Nano,True,True,5,Random,0%,110%,100%
441,YOLOv8 Nano,True,True,5,Random,0%,110%,110%
442,YOLOv8 Nano,True,True,5,Random,5%,90%,90%
443,YOLOv8 Nano,True,True,5,Random,5%,90%,100%
444,YOLOv8 Nano,True,True,5,Random,5%,90%,110%
445,YOLOv8 Nano,True,True,5,Random,5%,100%,90%
446,YOLOv8 Nano,True,True,5,Random,5%,100%,100%
447,YOLOv8 Nano,True,True,5,Random,5%,100%,110%
448,YOLOv8 Nano,True,True,5,Random,5%,110%,90%
449,YOLOv8 Nano,True,True,5,Random,5%,110%,100%
450,YOLOv8 Nano,True,True,5,Random,5%,110%,110%
451,YOLOv8 Nano,True,True,5,Random,10%,90%,90%
452,YOLOv8 Nano,True,True,5,Random,10%,90%,100%
453,YOLOv8 Nano,True,True,5,Random,10%,90%,110%
454,YOLOv8 Nano,True,True,5,Random,10%,100%,90%
455,YOLOv8 Nano,True,True,5,Random,10%,100%,100%
456,YOLOv8 Nano,True,True,5,Random,10%,100%,110%
457,YOLOv8 Nano,True,True,5,Random,10%,110%,90%
458,YOLOv8 Nano,True,True,5,Random,10%,110%,100%
459,YOLOv8 Nano,True,True,5,Random,10%,110%,110%
460,YOLOv8 Nano,True,True,5,Random,15%,90%,90%
461,YOLOv8 Nano,True,True,5,Random,15%,90%,100%
462,YOLOv8 Nano,True,True,5,Random,15%,90%,110%
463,YOLOv8 Nano,True,True,5,Random,15%,100%,90%
464,YOLOv8 Nano,True,True,5,Random,15%,100%,100%
465,YOLOv8 Nano,True,True,5,Random,15%,100%,110%
466,YOLOv8 Nano,True,True,5,Random,15%,110%,90%
467,YOLOv8 Nano,True,True,5,Random,15%,110%,100%
468,YOLOv8 Nano,True,True,5,Random,15%,110%,110%
469,YOLOv8 Nano,True,True,5,Distance Max,0%,90%,90%
470,YOLOv8 Nano,True,True,5,Distance Max,0%,90%,100%
471,YOLOv8 Nano,True,True,5,Distance Max,0%,90%,110%
472,YOLOv8 Nano,True,True,5,Distance Max,0%,100%,90%
473,YOLOv8 Nano,True,True,5,Distance Max,0%,100%,100%
474,YOLOv8 Nano,True,True,5,Distance Max,0%,100%,110%
475,YOLOv8 Nano,True,True,5,Distance Max,0%,110%,90%
476,YOLOv8 Nano,True,True,5,Distance Max,0%,110%,100%
477,YOLOv8 Nano,True,True,5,Distance Max,0%,110%,110%
478,YOLOv8 Nano,True,True,5,Distance Max,5%,90%,90%
479,YOLOv8 Nano,True,True,5,Distance Max,5%,90%,100%
480,YOLOv8 Nano,True,True,5,Distance Max,5%,90%,110%
481,YOLOv8 Nano,True,True,5,Distance Max,5%,100%,90%
482,YOLOv8 Nano,True,True,5,Distance Max,5%,100%,100%
483,YOLOv8 Nano,True,True,5,Distance Max,5%,100%,110%
484,YOLOv8 Nano,True,True,5,Distance Max,5%,110%,90%
485,YOLOv8 Nano,True,True,5,Distance Max,5%,110%,100%
486,YOLOv8 Nano,True,True,5,Distance Max,5%,110%,110%
487,YOLOv8 Nano,True,True,5,Distance Max,10%,90%,90%
488,YOLOv8 Nano,True,True,5,Distance Max,10%,90%,100%
489,YOLOv8 Nano,True,True,5,Distance Max,10%,90%,110%
490,YOLOv8 Nano,True,True,5,Distance Max,10%,100%,90%
491,YOLOv8 Nano,True,True,5,Distance Max,10%,100%,100%
492,YOLOv8 Nano,True,True,5,Distance Max,10%,100%,110%
493,YOLOv8 Nano,True,True,5,Distance Max,10%,110%,90%
494,YOLOv8 Nano,True,True,5,Distance Max,10%,110%,100%
495,YOLOv8 Nano,True,True,5,Distance Max,10%,110%,110%
496,YOLOv8 Nano,True,True,5,Distance Max,15%,90%,90%
497,YOLOv8 Nano,True,True,5,Distance Max,15%,90%,100%
498,YOLOv8 Nano,True,True,5,Distance Max,15%,90%,110%
499,YOLOv8 Nano,True,True,5,Distance Max,15%,100%,90%
500,YOLOv8 Nano,True,True,5,Distance Max,15%,100%,100%
501,YOLOv8 Nano,True,True,5,Distance Max,15%,100%,110%
502,YOLOv8 Nano,True,True,5,Distance Max,15%,110%,90%
503,YOLOv8 Nano,True,True,5,Distance Max,15%,110%,100%
504,YOLOv8 Nano,True,True,5,Distance Max,15%,110%,110%
505,YOLOv8 Nano,True,True,5,Voronoi,0%,90%,90%
506,YOLOv8 Nano,True,True,5,Voronoi,0%,90%,100%
507,YOLOv8 Nano,True,True,5,Voronoi,0%,90%,110%
508,YOLOv8 Nano,True,True,5,Voronoi,0%,100%,90%
509,YOLOv8 Nano,True,True,5,Voronoi,0%,100%,100%
510,YOLOv8 Nano,True,True,5,Voronoi,0%,100%,110%
511,YOLOv8 Nano,True,True,5,Voronoi,0%,110%,90%
512,YOLOv8 Nano,True,True,5,Voronoi,0%,110%,100%
513,YOLOv8 Nano,True,True,5,Voronoi,0%,110%,110%
514,YOLOv8 Nano,True,True,5,Voronoi,5%,90%,90%
515,YOLOv8 Nano,True,True,5,Voronoi,5%,90%,100%
516,YOLOv8 Nano,True,True,5,Voronoi,5%,90%,110%
517,YOLOv8 Nano,True,True,5,Voronoi,5%,100%,90%
518,YOLOv8 Nano,True,True,5,Voronoi,5%,100%,100%
519,YOLOv8 Nano,True,True,5,Voronoi,5%,100%,110%
520,YOLOv8 Nano,True,True,5,Voronoi,5%,110%,90%
521,YOLOv8 Nano,True,True,5,Voronoi,5%,110%,100%
522,YOLOv8 Nano,True,True,5,Voronoi,5%,110%,110%
523,YOLOv8 Nano,True,True,5,Voronoi,10%,90%,90%
524,YOLOv8 Nano,True,True,5,Voronoi,10%,90%,100%
525,YOLOv8 Nano,True,True,5,Voronoi,10%,90%,110%
526,YOLOv8 Nano,True,True,5,Voronoi,10%,100%,90%
527,YOLOv8 Nano,True,True,5,Voronoi,10%,100%,100%
528,YOLOv8 Nano,True,True,5,Voronoi,10%,100%,110%
529,YOLOv8 Nano,True,True,5,Voronoi,10%,110%,90%
530,YOLOv8 Nano,True,True,5,Voronoi,10%,110%,100%
531,YOLOv8 Nano,True,True,5,Voronoi,10%,110%,110%
532,YOLOv8 Nano,True,True,5,Voronoi,15%,90%,90%
533,YOLOv8 Nano,True,True,5,Voronoi,15%,90%,100%
534,YOLOv8 Nano,True,True,5,Voronoi,15%,90%,110%
535,YOLOv8 Nano,True,True,5,Voronoi,15%,100%,90%
536,YOLOv8 Nano,True,True,5,Voronoi,15%,100%,100%
537,YOLOv8 Nano,True,True,5,Voronoi,15%,100%,110%
538,YOLOv8 Nano,True,True,5,Voronoi,15%,110%,90%
539,YOLOv8 Nano,True,True,5,Voronoi,15%,110%,100%
540,YOLOv8 Nano,True,True,5,Voronoi,15%,110%,110%
541,YOLOv8 Nano,True,True,6,Random,0%,90%,90%
542,YOLOv8 Nano,True,True,6,Random,0%,90%,100%
543,YOLOv8 Nano,True,True,6,Random,0%,90%,110%
544,YOLOv8 Nano,True,True,6,Random,0%,100%,90%
545,YOLOv8 Nano,True,True,6,Random,0%,100%,100%
546,YOLOv8 Nano,True,True,6,Random,0%,100%,110%
547,YOLOv8 Nano,True,True,6,Random,0%,110%,90%
548,YOLOv8 Nano,True,True,6,Random,0%,110%,100%
549,YOLOv8 Nano,True,True,6,Random,0%,110%,110%
550,YOLOv8 Nano,True,True,6,Random,5%,90%,90%
551,YOLOv8 Nano,True,True,6,Random,5%,90%,100%
552,YOLOv8 Nano,True,True,6,Random,5%,90%,110%
553,YOLOv8 Nano,True,True,6,Random,5%,100%,90%
554,YOLOv8 Nano,True,True,6,Random,5%,100%,100%
555,YOLOv8 Nano,True,True,6,Random,5%,100%,110%
556,YOLOv8 Nano,True,True,6,Random,5%,110%,90%
557,YOLOv8 Nano,True,True,6,Random,5%,110%,100%
558,YOLOv8 Nano,True,True,6,Random,5%,110%,110%
559,YOLOv8 Nano,True,True,6,Random,10%,90%,90%
560,YOLOv8 Nano,True,True,6,Random,10%,90%,100%
561,YOLOv8 Nano,True,True,6,Random,10%,90%,110%
562,YOLOv8 Nano,True,True,6,Random,10%,100%,90%
563,YOLOv8 Nano,True,True,6,Random,10%,100%,100%
564,YOLOv8 Nano,True,True,6,Random,10%,100%,110%
565,YOLOv8 Nano,True,True,6,Random,10%,110%,90%
566,YOLOv8 Nano,True,True,6,Random,10%,110%,100%
567,YOLOv8 Nano,True,True,6,Random,10%,110%,110%
568,YOLOv8 Nano,True,True,6,Random,15%,90%,90%
569,YOLOv8 Nano,True,True,6,Random,15%,90%,100%
570,YOLOv8 Nano,True,True,6,Random,15%,90%,110%
571,YOLOv8 Nano,True,True,6,Random,15%,100%,90%
572,YOLOv8 Nano,True,True,6,Random,15%,100%,100%
573,YOLOv8 Nano,True,True,6,Random,15%,100%,110%
574,YOLOv8 Nano,True,True,6,Random,15%,110%,90%
575,YOLOv8 Nano,True,True,6,Random,15%,110%,100%
576,YOLOv8 Nano,True,True,6,Random,15%,110%,110%
577,YOLOv8 Nano,True,True,6,Distance Max,0%,90%,90%
578,YOLOv8 Nano,True,True,6,Distance Max,0%,90%,100%
579,YOLOv8 Nano,True,True,6,Distance Max,0%,90%,110%
580,YOLOv8 Nano,True,True,6,Distance Max,0%,100%,90%
581,YOLOv8 Nano,True,True,6,Distance Max,0%,100%,100%
582,YOLOv8 Nano,True,True,6,Distance Max,0%,100%,110%
583,YOLOv8 Nano,True,True,6,Distance Max,0%,110%,90%
584,YOLOv8 Nano,True,True,6,Distance Max,0%,110%,100%
585,YOLOv8 Nano,True,True,6,Distance Max,0%,110%,110%
586,YOLOv8 Nano,True,True,6,Distance Max,5%,90%,90%
587,YOLOv8 Nano,True,True,6,Distance Max,5%,90%,100%
588,YOLOv8 Nano,True,True,6,Distance Max,5%,90%,110%
589,YOLOv8 Nano,True,True,6,Distance Max,5%,100%,90%
590,YOLOv8 Nano,True,True,6,Distance Max,5%,100%,100%
591,YOLOv8 Nano,True,True,6,Distance Max,5%,100%,110%
592,YOLOv8 Nano,True,True,6,Distance Max,5%,110%,90%
593,YOLOv8 Nano,True,True,6,Distance Max,5%,110%,100%
594,YOLOv8 Nano,True,True,6,Distance Max,5%,110%,110%
595,YOLOv8 Nano,True,True,6,Distance Max,10%,90%,90%
596,YOLOv8 Nano,True,True,6,Distance Max,10%,90%,100%
597,YOLOv8 Nano,True,True,6,Distance Max,10%,90%,110%
598,YOLOv8 Nano,True,True,6,Distance Max,10%,100%,90%
599,YOLOv8 Nano,True,True,6,Distance Max,10%,100%,100%
600,YOLOv8 Nano,True,True,6,Distance Max,10%,100%,110%
601,YOLOv8 Nano,True,True,6,Distance Max,10%,110%,90%
602,YOLOv8 Nano,True,True,6,Distance Max,10%,110%,100%
603,YOLOv8 Nano,True,True,6,Distance Max,10%,110%,110%
604,YOLOv8 Nano,True,True,6,Distance Max,15%,90%,90%
605,YOLOv8 Nano,True,True,6,Distance Max,15%,90%,100%
606,YOLOv8 Nano,True,True,6,Distance Max,15%,90%,110%
607,YOLOv8 Nano,True,True,6,Distance Max,15%,100%,90%
608,YOLOv8 Nano,True,True,6,Distance Max,15%,100%,100%
609,YOLOv8 Nano,True,True,6,Distance Max,15%,100%,110%
610,YOLOv8 Nano,True,True,6,Distance Max,15%,110%,90%
611,YOLOv8 Nano,True,True,6,Distance Max,15%,110%,100%
612,YOLOv8 Nano,True,True,6,Distance Max,15%,110%,110%
613,YOLOv8 Nano,True,True,6,Voronoi,0%,90%,90%
614,YOLOv8 Nano,True,True,6,Voronoi,0%,90%,100%
615,YOLOv8 Nano,True,True,6,Voronoi,0%,90%,110%
616,YOLOv8 Nano,True,True,6,Voronoi,0%,100%,90%
617,YOLOv8 Nano,True,True,6,Voronoi,0%,100%,100%
618,YOLOv8 Nano,True,True,6,Voronoi,0%,100%,110%
619,YOLOv8 Nano,True,True,6,Voronoi,0%,110%,90%
620,YOLOv8 Nano,True,True,6,Voronoi,0%,110%,100%
621,YOLOv8 Nano,True,True,6,Voronoi,0%,110%,110%
622,YOLOv8 Nano,True,True,6,Voronoi,5%,90%,90%
623,YOLOv8 Nano,True,True,6,Voronoi,5%,90%,100%
624,YOLOv8 Nano,True,True,6,Voronoi,5%,90%,110%
625,YOLOv8 Nano,True,True,6,Voronoi,5%,100%,90%
626,YOLOv8 Nano,True,True,6,Voronoi,5%,100%,100%
627,YOLOv8 Nano,True,True,6,Voronoi,5%,100%,110%
628,YOLOv8 Nano,True,True,6,Voronoi,5%,110%,90%
629,YOLOv8 Nano,True,True,6,Voronoi,5%,110%,100%
630,YOLOv8 Nano,True,True,6,Voronoi,5%,110%,110%
631,YOLOv8 Nano,True,True,6,Voronoi,10%,90%,90%
632,YOLOv8 Nano,True,True,6,Voronoi,10%,90%,100%
633,YOLOv8 Nano,True,True,6,Voronoi,10%,90%,110%
634,YOLOv8 Nano,True,True,6,Voronoi,10%,100%,90%
635,YOLOv8 Nano,True,True,6,Voronoi,10%,100%,100%
636,YOLOv8 Nano,True,True,6,Voronoi,10%,100%,110%
637,YOLOv8 Nano,True,True,6,Voronoi,10%,110%,90%
638,YOLOv8 Nano,True,True,6,Voronoi,10%,110%,100%
639,YOLOv8 Nano,True,True,6,Voronoi,10%,110%,110%
640,YOLOv8 Nano,True,True,6,Voronoi,15%,90%,90%
641,YOLOv8 Nano,True,True,6,Voronoi,15%,90%,100%
642,YOLOv8 Nano,True,True,6,Voronoi,15%,90%,110%
643,YOLOv8 Nano,True,True,6,Voronoi,15%,100%,90%
644,YOLOv8 Nano,True,True,6,Voronoi,15%,100%,100%
645,YOLOv8 Nano,True,True,6,Voronoi,15%,100%,110%
646,YOLOv8 Nano,True,True,6,Voronoi,15%,110%,90%
647,YOLOv8 Nano,True,True,6,Voronoi,15%,110%,100%
648,YOLOv8 Nano,True,True,6,Voronoi,15%,110%,110%
649,YOLOv8 Nano,True,True,7,Random,0%,90%,90%
650,YOLOv8 Nano,True,True,7,Random,0%,90%,100%
651,YOLOv8 Nano,True,True,7,Random,0%,90%,110%
652,YOLOv8 Nano,True,True,7,Random,0%,100%,90%
653,YOLOv8 Nano,True,True,7,Random,0%,100%,100%
654,YOLOv8 Nano,True,True,7,Random,0%,100%,110%
655,YOLOv8 Nano,True,True,7,Random,0%,110%,90%
656,YOLOv8 Nano,True,True,7,Random,0%,110%,100%
657,YOLOv8 Nano,True,True,7,Random,0%,110%,110%
658,YOLOv8 Nano,True,True,7,Random,5%,90%,90%
659,YOLOv8 Nano,True,True,7,Random,5%,90%,100%
660,YOLOv8 Nano,True,True,7,Random,5%,90%,110%
661,YOLOv8 Nano,True,True,7,Random,5%,100%,90%
662,YOLOv8 Nano,True,True,7,Random,5%,100%,100%
663,YOLOv8 Nano,True,True,7,Random,5%,100%,110%
664,YOLOv8 Nano,True,True,7,Random,5%,110%,90%
665,YOLOv8 Nano,True,True,7,Random,5%,110%,100%
666,YOLOv8 Nano,True,True,7,Random,5%,110%,110%
667,YOLOv8 Nano,True,True,7,Random,10%,90%,90%
668,YOLOv8 Nano,True,True,7,Random,10%,90%,100%
669,YOLOv8 Nano,True,True,7,Random,10%,90%,110%
670,YOLOv8 Nano,True,True,7,Random,10%,100%,90%
671,YOLOv8 Nano,True,True,7,Random,10%,100%,100%
672,YOLOv8 Nano,True,True,7,Random,10%,100%,110%
673,YOLOv8 Nano,True,True,7,Random,10%,110%,90%
674,YOLOv8 Nano,True,True,7,Random,10%,110%,100%
675,YOLOv8 Nano,True,True,7,Random,10%,110%,110%
676,YOLOv8 Nano,True,True,7,Random,15%,90%,90%
677,YOLOv8 Nano,True,True,7,Random,15%,90%,100%
678,YOLOv8 Nano,True,True,7,Random,15%,90%,110%
679,YOLOv8 Nano,True,True,7,Random,15%,100%,90%
680,YOLOv8 Nano,True,True,7,Random,15%,100%,100%
681,YOLOv8 Nano,True,True,7,Random,15%,100%,110%
682,YOLOv8 Nano,True,True,7,Random,15%,110%,90%
683,YOLOv8 Nano,True,True,7,Random,15%,110%,100%
684,YOLOv8 Nano,True,True,7,Random,15%,110%,110%
685,YOLOv8 Nano,True,True,7,Distance Max,0%,90%,90%
686,YOLOv8 Nano,True,True,7,Distance Max,0%,90%,100%
687,YOLOv8 Nano,True,True,7,Distance Max,0%,90%,110%
688,YOLOv8 Nano,True,True,7,Distance Max,0%,100%,90%
689,YOLOv8 Nano,True,True,7,Distance Max,0%,100%,100%
690,YOLOv8 Nano,True,True,7,Distance Max,0%,100%,110%
691,YOLOv8 Nano,True,True,7,Distance Max,0%,110%,90%
692,YOLOv8 Nano,True,True,7,Distance Max,0%,110%,100%
693,YOLOv8 Nano,True,True,7,Distance Max,0%,110%,110%
694,YOLOv8 Nano,True,True,7,Distance Max,5%,90%,90%
695,YOLOv8 Nano,True,True,7,Distance Max,5%,90%,100%
696,YOLOv8 Nano,True,True,7,Distance Max,5%,90%,110%
697,YOLOv8 Nano,True,True,7,Distance Max,5%,100%,90%
698,YOLOv8 Nano,True,True,7,Distance Max,5%,100%,100%
699,YOLOv8 Nano,True,True,7,Distance Max,5%,100%,110%
700,YOLOv8 Nano,True,True,7,Distance Max,5%,110%,90%
701,YOLOv8 Nano,True,True,7,Distance Max,5%,110%,100%
702,YOLOv8 Nano,True,True,7,Distance Max,5%,110%,110%
703,YOLOv8 Nano,True,True,7,Distance Max,10%,90%,90%
704,YOLOv8 Nano,True,True,7,Distance Max,10%,90%,100%
705,YOLOv8 Nano,True,True,7,Distance Max,10%,90%,110%
706,YOLOv8 Nano,True,True,7,Distance Max,10%,100%,90%
707,YOLOv8 Nano,True,True,7,Distance Max,10%,100%,100%
708,YOLOv8 Nano,True,True,7,Distance Max,10%,100%,110%
709,YOLOv8 Nano,True,True,7,Distance Max,10%,110%,90%
710,YOLOv8 Nano,True,True,7,Distance Max,10%,110%,100%
711,YOLOv8 Nano,True,True,7,Distance Max,10%,110%,110%
712,YOLOv8 Nano,True,True,7,Distance Max,15%,90%,90%
713,YOLOv8 Nano,True,True,7,Distance Max,15%,90%,100%
714,YOLOv8 Nano,True,True,7,Distance Max,15%,90%,110%
715,YOLOv8 Nano,True,True,7,Distance Max,15%,100%,90%
716,YOLOv8 Nano,True,True,7,Distance Max,15%,100%,100%
717,YOLOv8 Nano,True,True,7,Distance Max,15%,100%,110%
718,YOLOv8 Nano,True,True,7,Distance Max,15%,110%,90%
719,YOLOv8 Nano,True,True,7,Distance Max,15%,110%,100%
720,YOLOv8 Nano,True,True,7,Distance Max,15%,110%,110%
721,YOLOv8 Nano,True,True,7,Voronoi,0%,90%,90%
722,YOLOv8 Nano,True,True,7,Voronoi,0%,90%,100%
723,YOLOv8 Nano,True,True,7,Voronoi,0%,90%,110%
724,YOLOv8 Nano,True,True,7,Voronoi,0%,100%,90%
725,YOLOv8 Nano,True,True,7,Voronoi,0%,100%,100%
726,YOLOv8 Nano,True,True,7,Voronoi,0%,100%,110%
727,YOLOv8 Nano,True,True,7,Voronoi,0%,110%,90%
728,YOLOv8 Nano,True,True,7,Voronoi,0%,110%,100%
729,YOLOv8 Nano,True,True,7,Voronoi,0%,110%,110%
730,YOLOv8 Nano,True,True,7,Voronoi,5%,90%,90%
731,YOLOv8 Nano,True,True,7,Voronoi,5%,90%,100%
732,YOLOv8 Nano,True,True,7,Voronoi,5%,90%,110%
733,YOLOv8 Nano,True,True,7,Voronoi,5%,100%,90%
734,YOLOv8 Nano,True,True,7,Voronoi,5%,100%,100%
735,YOLOv8 Nano,True,True,7,Voronoi,5%,100%,110%
736,YOLOv8 Nano,True,True,7,Voronoi,5%,110%,90%
737,YOLOv8 Nano,True,True,7,Voronoi,5%,110%,100%
738,YOLOv8 Nano,True,True,7,Voronoi,5%,110%,110%
739,YOLOv8 Nano,True,True,7,Voronoi,10%,90%,90%
740,YOLOv8 Nano,True,True,7,Voronoi,10%,90%,100%
741,YOLOv8 Nano,True,True,7,Voronoi,10%,90%,110%
742,YOLOv8 Nano,True,True,7,Voronoi,10%,100%,90%
743,YOLOv8 Nano,True,True,7,Voronoi,10%,100%,100%
744,YOLOv8 Nano,True,True,7,Voronoi,10%,100%,110%
745,YOLOv8 Nano,True,True,7,Voronoi,10%,110%,90%
746,YOLOv8 Nano,True,True,7,Voronoi,10%,110%,100%
747,YOLOv8 Nano,True,True,7,Voronoi,10%,110%,110%
748,YOLOv8 Nano,True,True,7,Voronoi,15%,90%,90%
749,YOLOv8 Nano,True,True,7,Voronoi,15%,90%,100%
750,YOLOv8 Nano,True,True,7,Voronoi,15%,90%,110%
751,YOLOv8 Nano,True,True,7,Voronoi,15%,100%,90%
752,YOLOv8 Nano,True,True,7,Voronoi,15%,100%,100%
753,YOLOv8 Nano,True,True,7,Voronoi,15%,100%,110%
754,YOLOv8 Nano,True,True,7,Voronoi,15%,110%,90%
755,YOLOv8 Nano,True,True,7,Voronoi,15%,110%,100%
756,YOLOv8 Nano,True,True,7,Voronoi,15%,110%,110%
757,YOLOv8 Nano,True,False,1,Random,0%,90%,N/A
758,YOLOv8 Nano,True,False,1,Random,0%,100%,N/A
759,YOLOv8 Nano,True,False,1,Random,0%,110%,N/A
760,YOLOv8 Nano,True,False,1,Random,5%,90%,N/A
761,YOLOv8 Nano,True,False,1,Random,5%,100%,N/A
762,YOLOv8 Nano,True,False,1,Random,5%,110%,N/A
763,YOLOv8 Nano,True,False,1,Random,10%,90%,N/A
764,YOLOv8 Nano,True,False,1,Random,10%,100%,N/A
765,YOLOv8 Nano,True,False,1,Random,10%,110%,N/A
766,YOLOv8 Nano,True,False,1,Random,15%,90%,N/A
767,YOLOv8 Nano,True,False,1,Random,15%,100%,N/A
768,YOLOv8 Nano,True,False,1,Random,15%,110%,N/A
769,YOLOv8 Nano,True,False,1,Distance Max,0%,90%,N/A
770,YOLOv8 Nano,True,False,1,Distance Max,0%,100%,N/A
771,YOLOv8 Nano,True,False,1,Distance Max,0%,110%,N/A
772,YOLOv8 Nano,True,False,1,Distance Max,5%,90%,N/A
773,YOLOv8 Nano,True,False,1,Distance Max,5%,100%,N/A
774,YOLOv8 Nano,True,False,1,Distance Max,5%,110%,N/A
775,YOLOv8 Nano,True,False,1,Distance Max,10%,90%,N/A
776,YOLOv8 Nano,True,False,1,Distance Max,10%,100%,N/A
777,YOLOv8 Nano,True,False,1,Distance Max,10%,110%,N/A
778,YOLOv8 Nano,True,False,1,Distance Max,15%,90%,N/A
779,YOLOv8 Nano,True,False,1,Distance Max,15%,100%,N/A
780,YOLOv8 Nano,True,False,1,Distance Max,15%,110%,N/A
781,YOLOv8 Nano,True,False,1,Voronoi,0%,90%,N/A
782,YOLOv8 Nano,True,False,1,Voronoi,0%,100%,N/A
783,YOLOv8 Nano,True,False,1,Voronoi,0%,110%,N/A
784,YOLOv8 Nano,True,False,1,Voronoi,5%,90%,N/A
785,YOLOv8 Nano,True,False,1,Voronoi,5%,100%,N/A
786,YOLOv8 Nano,True,False,1,Voronoi,5%,110%,N/A
787,YOLOv8 Nano,True,False,1,Voronoi,10%,90%,N/A
788,YOLOv8 Nano,True,False,1,Voronoi,10%,100%,N/A
789,YOLOv8 Nano,True,False,1,Voronoi,10%,110%,N/A
790,YOLOv8 Nano,True,False,1,Voronoi,15%,90%,N/A
791,YOLOv8 Nano,True,False,1,Voronoi,15%,100%,N/A
792,YOLOv8 Nano,True,False,1,Voronoi,15%,110%,N/A
793,YOLOv8 Nano,True,False,2,Random,0%,90%,N/A
794,YOLOv8 Nano,True,False,2,Random,0%,100%,N/A
795,YOLOv8 Nano,True,False,2,Random,0%,110%,N/A
796,YOLOv8 Nano,True,False,2,Random,5%,90%,N/A
797,YOLOv8 Nano,True,False,2,Random,5%,100%,N/A
798,YOLOv8 Nano,True,False,2,Random,5%,110%,N/A
799,YOLOv8 Nano,True,False,2,Random,10%,90%,N/A
800,YOLOv8 Nano,True,False,2,Random,10%,100%,N/A
801,YOLOv8 Nano,True,False,2,Random,10%,110%,N/A
802,YOLOv8 Nano,True,False,2,Random,15%,90%,N/A
803,YOLOv8 Nano,True,False,2,Random,15%,100%,N/A
804,YOLOv8 Nano,True,False,2,Random,15%,110%,N/A
805,YOLOv8 Nano,True,False,2,Distance Max,0%,90%,N/A
806,YOLOv8 Nano,True,False,2,Distance Max,0%,100%,N/A
807,YOLOv8 Nano,True,False,2,Distance Max,0%,110%,N/A
808,YOLOv8 Nano,True,False,2,Distance Max,5%,90%,N/A
809,YOLOv8 Nano,True,False,2,Distance Max,5%,100%,N/A
810,YOLOv8 Nano,True,False,2,Distance Max,5%,110%,N/A
811,YOLOv8 Nano,True,False,2,Distance Max,10%,90%,N/A
812,YOLOv8 Nano,True,False,2,Distance Max,10%,100%,N/A
813,YOLOv8 Nano,True,False,2,Distance Max,10%,110%,N/A
814,YOLOv8 Nano,True,False,2,Distance Max,15%,90%,N/A
815,YOLOv8 Nano,True,False,2,Distance Max,15%,100%,N/A
816,YOLOv8 Nano,True,False,2,Distance Max,15%,110%,N/A
817,YOLOv8 Nano,True,False,2,Voronoi,0%,90%,N/A
818,YOLOv8 Nano,True,False,2,Voronoi,0%,100%,N/A
819,YOLOv8 Nano,True,False,2,Voronoi,0%,110%,N/A
820,YOLOv8 Nano,True,False,2,Voronoi,5%,90%,N/A
821,YOLOv8 Nano,True,False,2,Voronoi,5%,100%,N/A
822,YOLOv8 Nano,True,False,2,Voronoi,5%,110%,N/A
823,YOLOv8 Nano,True,False,2,Voronoi,10%,90%,N/A
824,YOLOv8 Nano,True,False,2,Voronoi,10%,100%,N/A
825,YOLOv8 Nano,True,False,2,Voronoi,10%,110%,N/A
826,YOLOv8 Nano,True,False,2,Voronoi,15%,90%,N/A
827,YOLOv8 Nano,True,False,2,Voronoi,15%,100%,N/A
828,YOLOv8 Nano,True,False,2,Voronoi,15%,110%,N/A
829,YOLOv8 Nano,True,False,3,Random,0%,90%,N/A
830,YOLOv8 Nano,True,False,3,Random,0%,100%,N/A
831,YOLOv8 Nano,True,False,3,Random,0%,110%,N/A
832,YOLOv8 Nano,True,False,3,Random,5%,90%,N/A
833,YOLOv8 Nano,True,False,3,Random,5%,100%,N/A
834,YOLOv8 Nano,True,False,3,Random,5%,110%,N/A
835,YOLOv8 Nano,True,False,3,Random,10%,90%,N/A
836,YOLOv8 Nano,True,False,3,Random,10%,100%,N/A
837,YOLOv8 Nano,True,False,3,Random,10%,110%,N/A
838,YOLOv8 Nano,True,False,3,Random,15%,90%,N/A
839,YOLOv8 Nano,True,False,3,Random,15%,100%,N/A
